sgRNA	Gene	PlasmidLib	R1_Top	R1_Unsorted	R2_Top	R2_Unsorted	R3_Top	R3_Unsorted
Rpgr_ENSMUST00000115534_10216796_10216814	ENSMUST00000115534_Rpgr	467	1494	1552	1872	1342	1498	1754
Pcdh11x_ENSMUST00000192677_120363609_120363627	ENSMUST00000192677_Pcdh11x	205	500	473	473	474	627	646
Gm14853_ENSMUST00000116081_105845558_105845540	ENSMUST00000116081_Gm14853	72	223	190	206	201	285	383
Pou3f4_ENSMUST00000078229_110814137_110814155	ENSMUST00000078229_Pou3f4	275	773	1020	928	866	886	1155
Xiap_ENSMUST00000141316_42059165_42059147	ENSMUST00000141316_Xiap	326	950	841	1359	965	983	1140
Hprt_ENSMUST00000026723_52987996_52988014	ENSMUST00000026723_Hprt	180	688	630	550	515	480	653
Spin2c_ENSMUST00000148708_153832051_153832069	ENSMUST00000148708_Spin2c	500	1270	1333	1225	1210	1377	1548
Slc25a43_ENSMUST00000047655_36743579_36743597	ENSMUST00000047655_Slc25a43	240	615	561	433	385	630	629
Rab9_ENSMUST00000149315_166475734_166475716	ENSMUST00000149315_Rab9	240	767	837	534	526	710	889
Dach2_ENSMUST00000141552_113298587_113298605	ENSMUST00000141552_Dach2	361	1029	1068	872	747	820	1154
Pfkfb1_ENSMUST00000142848_150613711_150613693	ENSMUST00000142848_Pfkfb1	148	476	484	548	517	413	557
Lancl3_ENSMUST00000069763_9199703_9199721	ENSMUST00000069763_Lancl3	183	365	536	509	556	346	735
Chic1_ENSMUST00000116547_103356395_103356413	ENSMUST00000116547_Chic1	142	546	488	298	255	465	460
Shroom4_ENSMUST00000103005_6399825_6399843	ENSMUST00000103005_Shroom4	304	1176	1118	1334	1119	962	1139
Sh3bgrl_ENSMUST00000133614_109095377_109095395	ENSMUST00000133614_Sh3bgrl	419	1429	1759	1574	1526	1436	1871
negative_control_154_154_154	NA_negative_control	204	899	739	1040	806	880	882
Pir_ENSMUST00000127685_164269466_164269484	ENSMUST00000127685_Pir	201	515	661	701	538	647	764
Zfp185_ENSMUST00000134588_72988098_72988080	ENSMUST00000134588_Zfp185	280	804	821	848	719	929	869
Cdx4_ENSMUST00000033689_103321233_103321251	ENSMUST00000033689_Cdx4	357	1334	1115	1383	749	1581	1164
Tex11_ENSMUST00000113718_101059817_101059835	ENSMUST00000113718_Tex11	190	546	660	581	597	622	753
Rbm3_ENSMUST00000115621_8145974_8145992	ENSMUST00000115621_Rbm3	124	269	304	350	229	320	274
Syap1_ENSMUST00000033723_162888976_162888994	ENSMUST00000033723_Syap1	121	449	434	322	257	403	402
Gm6451_ENSMUST00000121488_151414781_151414799	ENSMUST00000121488_Gm6451	158	305	342	511	391	390	443
Zfp449_ENSMUST00000101560_56346081_56346099	ENSMUST00000101560_Zfp449	236	608	630	434	377	589	708
Atp7a_ENSMUST00000134363_106106903_106106885	ENSMUST00000134363_Atp7a	320	1004	1188	966	906	1010	1176
Gpkow_ENSMUST00000129845_7705796_7705814	ENSMUST00000129845_Gpkow	244	781	902	874	738	1005	1012
Dlg3_ENSMUST00000151020_100777173_100777191	ENSMUST00000151020_Dlg3	238	710	683	708	687	620	741
Gm21887_ENSMUST00000179760_170009592_170009610	ENSMUST00000179760_Gm21887	157	592	680	638	685	525	628
Slc25a14_ENSMUST00000033431_48623389_48623407	ENSMUST00000033431_Slc25a14	89	233	302	236	203	293	382
Ikbkg_ENSMUST00000143784_74438634_74438652	ENSMUST00000143784_Ikbkg	111	416	372	492	422	379	389
Rbm3os_ENSMUST00000133616_8145783_8145801	ENSMUST00000133616_Rbm3os	166	556	624	727	497	723	683
Nup62cl_ENSMUST00000133780_140062711_140062729	ENSMUST00000133780_Nup62cl	441	1086	672	1015	577	1129	923
Alg13_ENSMUST00000149811_144356509_144356527	ENSMUST00000149811_Alg13	274	971	942	1038	847	925	921
Gm15127_ENSMUST00000112753_148671219_148671237	ENSMUST00000112753_Gm15127	718	2114	2193	2564	2316	2374	2246
Gm14656_ENSMUST00000120342_62207675_62207657	ENSMUST00000120342_Gm14656	158	235	279	279	242	362	358
Ofd1_ENSMUST00000049501_166440899_166440917	ENSMUST00000049501_Ofd1	283	801	1013	1143	866	989	1095
Zic3_ENSMUST00000088627_58030446_58030464	ENSMUST00000088627_Zic3	262	944	924	859	745	912	1071
Ap1s2_ENSMUST00000033734_163909044_163909062	ENSMUST00000033734_Ap1s2	342	1182	1063	1561	1157	1362	1220
Tmem29_ENSMUST00000148968_150459174_150459192	ENSMUST00000148968_Tmem29	271	679	708	831	626	879	834
Ftx_ENSMUST00000145803_103616908_103616890	ENSMUST00000145803_Ftx	234	969	736	831	636	736	890
Cdk16_ENSMUST00000033380_20688283_20688301	ENSMUST00000033380_Cdk16	405	1004	1015	867	847	981	1186
Gm14379_ENSMUST00000128858_7375451_7375469	ENSMUST00000128858_Gm14379	234	677	737	909	793	811	798
Mcts1_ENSMUST00000133128_38608200_38608218	ENSMUST00000133128_Mcts1	208	548	628	630	548	602	594
Dock11_ENSMUST00000140175_36011161_36011143	ENSMUST00000140175_Dock11	167	345	363	417	355	427	410
Fmr1_ENSMUST00000088546_68678247_68678265	ENSMUST00000088546_Fmr1	138	592	691	630	667	526	701
Gm5396_ENSMUST00000121222_153113946_153113964	ENSMUST00000121222_Gm5396	337	894	1238	1153	1023	1076	1465
Jpx_ENSMUST00000183027_103493369_103493387	ENSMUST00000183027_Jpx	144	531	410	377	257	551	425
Alg13_ENSMUST00000197316_144317898_144317916	ENSMUST00000197316_Alg13	321	976	1144	956	836	936	1148
Slc9a7_ENSMUST00000072451_20292020_20292038	ENSMUST00000072451_Slc9a7	326	772	780	921	874	820	891
Mbtps2_ENSMUST00000058098_157598834_157598852	ENSMUST00000058098_Mbtps2	352	1071	1235	1441	1202	1167	1283
Tspan6_ENSMUST00000176718_133898465_133898483	ENSMUST00000176718_Tspan6	368	750	1014	976	768	952	1113
Gm26368_ENSMUST00000157826_167364440_167364422	ENSMUST00000157826_Gm26368	537	1607	1735	1545	1359	1602	1756
Porcn_ENSMUST00000082320_8206594_8206612	ENSMUST00000082320_Porcn	280	655	609	459	382	659	682
negative_control_9_9_9	NA_negative_control	179	631	674	799	670	702	803
Lbr_ENSMUST00000005003_181842501_181842519	ENSMUST00000005003_Lbr	242	970	853	1073	842	925	857
Smim9_ENSMUST00000101433_75164069_75164087	ENSMUST00000101433_Smim9	163	434	600	354	345	330	479
Gm45208_ENSMUST00000207461_7726917_7726899	ENSMUST00000207461_Gm45208	227	427	434	444	358	604	562
Otud6a_ENSMUST00000060241_100428566_100428584	ENSMUST00000060241_Otud6a	176	534	511	396	403	416	546
Awat2_ENSMUST00000033567_100412853_100412871	ENSMUST00000033567_Awat2	161	443	469	433	511	496	593
negative_control_180_180_180	NA_negative_control	353	1017	996	949	1148	1210	1288
Btk_ENSMUST00000033617_134583291_134583309	ENSMUST00000033617_Btk	315	801	1118	703	741	682	1012
AU015836_ENSMUST00000121565_93968578_93968596	ENSMUST00000121565_AU015836	170	548	484	610	300	556	480
Ercc6l_ENSMUST00000056904_102157059_102157077	ENSMUST00000056904_Ercc6l	221	607	581	600	435	678	790
Ar_ENSMUST00000052837extra_98149445_98149463	ENSMUST00000052837extra_Ar	294	1046	1041	1247	1002	1087	1132
Zfp300_ENSMUST00000139060_21089554_21089572	ENSMUST00000139060_Zfp300	189	384	554	483	458	502	561
Rps4x_ENSMUST00000033683_102189396_102189414	ENSMUST00000033683_Rps4x	325	1092	1046	1470	1164	1084	1240
Gm21887_ENSMUST00000180251_170009753_170009771	ENSMUST00000180251_Gm21887	358	1042	1193	1475	1159	916	1060
Zfp280c_ENSMUST00000114940_48591922_48591940	ENSMUST00000114940_Zfp280c	183	505	529	309	274	512	530
A230072E10Rik_ENSMUST00000146161_151299687_151299669	ENSMUST00000146161_A230072E10Rik	237	832	905	800	658	803	872
negative_control_178_178_178	NA_negative_control	151	426	447	463	360	368	375
Cited1_ENSMUST00000130589_102250925_102250907	ENSMUST00000130589_Cited1	185	544	667	680	558	614	711
F8_ENSMUST00000114085_75379901_75379919	ENSMUST00000114085_F8	327	1174	1213	1576	1204	1218	1525
Gdi1_ENSMUST00000137447_74309549_74309567	ENSMUST00000137447_Gdi1	419	1128	1184	1488	1265	1147	1362
Rbmx2_ENSMUST00000139150_48695005_48695023	ENSMUST00000139150_Rbmx2	104	477	366	475	262	364	389
Avpr2_ENSMUST00000131088_73891564_73891582	ENSMUST00000131088_Avpr2	266	731	777	810	744	838	814
Lrch2_ENSMUST00000134265_147498380_147498362	ENSMUST00000134265_Lrch2	387	1434	1349	1644	1218	1201	1302
Renbp_ENSMUST00000144771_73929191_73929209	ENSMUST00000144771_Renbp	754	1917	2136	2084	1903	2270	2438
Maged2_ENSMUST00000145342_150813094_150813076	ENSMUST00000145342_Maged2	163	328	372	398	359	457	505
L1cam_ENSMUST00000144478_73856477_73856495	ENSMUST00000144478_L1cam	94	336	275	328	263	347	453
Fam50a_ENSMUST00000114160_74312915_74312933	ENSMUST00000114160_Fam50a	502	999	959	1305	1130	970	1081
Hcfc1_ENSMUST00000128136_73949341_73949323	ENSMUST00000128136_Hcfc1	279	1024	1162	1019	804	1053	1044
Mid1_ENSMUST00000171433_169926465_169926447	ENSMUST00000171433_Mid1	172	603	638	477	399	440	480
Gm14843_ENSMUST00000119596_101479300_101479318	ENSMUST00000119596_Gm14843	208	551	577	557	607	637	746
Eda2r_ENSMUST00000037353_97377376_97377394	ENSMUST00000037353_Eda2r	327	1057	1167	1302	1007	1109	1151
Ikbkg_ENSMUST00000143784_74438730_74438748	ENSMUST00000143784_Ikbkg	153	551	506	793	605	636	720
Gm9434_ENSMUST00000118975_13379080_13379062	ENSMUST00000118975_Gm9434	311	898	990	1042	937	899	1131
Rpl39_ENSMUST00000138799_37085221_37085239	ENSMUST00000138799_Rpl39	295	1333	845	1523	762	1361	958
Pof1b_ENSMUST00000039887_112698707_112698725	ENSMUST00000039887_Pof1b	122	420	384	422	336	382	422
Slc7a3_ENSMUST00000144410_101082282_101082300	ENSMUST00000144410_Slc7a3	126	388	368	433	409	414	506
Uba1_ENSMUST00000152235_20658392_20658410	ENSMUST00000152235_Uba1	170	605	586	647	566	714	673
Zfx_ENSMUST00000137853_94123409_94123391	ENSMUST00000137853_Zfx	494	1680	1940	2005	1783	1797	1872
Nup62cl_ENSMUST00000101212_140062749_140062767	ENSMUST00000101212_Nup62cl	229	990	662	723	558	793	674
Gm6088_ENSMUST00000117257_140797095_140797113	ENSMUST00000117257_Gm6088	565	1953	1940	2257	1828	1924	2214
negative_control_55_55_55	NA_negative_control	118	302	414	373	324	382	371
2810403D21Rik_ENSMUST00000153212_108834151_108834169	ENSMUST00000153212_2810403D21Rik	405	1217	1370	1524	1294	1194	1486
Ogt_ENSMUST00000119299_101639867_101639885	ENSMUST00000119299_Ogt	137	714	481	554	386	543	541
Siah1b_ENSMUST00000134272_164076720_164076738	ENSMUST00000134272_Siah1b	127	493	344	558	430	475	388
Apex2_ENSMUST00000138958_150586688_150586670	ENSMUST00000138958_Apex2	512	1072	1136	1311	1035	1390	1571
Slc7a3_ENSMUST00000151922_101082654_101082636	ENSMUST00000151922_Slc7a3	190	674	601	717	482	734	534
Cstf2_ENSMUST00000156778_134062295_134062313	ENSMUST00000156778_Cstf2	150	309	360	442	393	429	577
Fgf13_ENSMUST00000033473_59134815_59134833	ENSMUST00000033473_Fgf13	291	846	956	1056	783	949	1084
Gpm6b_ENSMUST00000123408_166344370_166344388	ENSMUST00000123408_Gpm6b	340	1101	1253	1311	1118	1253	1539
Dnase1l1_ENSMUST00000019232_74281801_74281819	ENSMUST00000019232_Dnase1l1	195	443	637	597	708	376	731
Hprt_ENSMUST00000026723_52988107_52988125	ENSMUST00000026723_Hprt	347	1128	1338	1480	1215	1343	1522
Atrx_ENSMUST00000101305_105929026_105929044	ENSMUST00000101305_Atrx	230	790	638	750	580	892	906
Arhgap4_ENSMUST00000114405_73911609_73911591	ENSMUST00000114405_Arhgap4	367	782	911	712	823	1010	1026
Gm7173_ENSMUST00000197180_79517547_79517565	ENSMUST00000197180_Gm7173	188	726	728	638	577	633	679
Gm9115_ENSMUST00000120192_102726041_102726059	ENSMUST00000120192_Gm9115	335	951	950	1002	810	1149	922
Syap1_ENSMUST00000134629_162864016_162863998	ENSMUST00000134629_Syap1	169	492	514	712	503	603	616
Gm4784_ENSMUST00000117365_109392305_109392323	ENSMUST00000117365_Gm4784	305	843	1088	743	766	989	1059
Zic3_ENSMUST00000137687_58022454_58022472	ENSMUST00000137687_Zic3	187	582	547	496	457	593	620
Stag2_ENSMUST00000127618_42149527_42149509	ENSMUST00000127618_Stag2	235	716	847	852	672	636	761
Tmem185a_ENSMUST00000101506_70477370_70477388	ENSMUST00000101506_Tmem185a	169	462	507	522	517	588	630
Frmpd4_ENSMUST00000112147_168577623_168577641	ENSMUST00000112147_Frmpd4	122	478	479	455	367	327	418
Zmym3_ENSMUST00000118092_101420368_101420350	ENSMUST00000118092_Zmym3	274	521	664	829	731	691	685
Shroom4_ENSMUST00000089520_6577141_6577159	ENSMUST00000089520_Shroom4	106	295	284	355	351	311	401
Rgn_ENSMUST00000023832_20549497_20549515	ENSMUST00000023832_Rgn	517	1210	1717	1940	1859	1513	2086
Kdm5c_ENSMUST00000156114_152269512_152269530	ENSMUST00000156114_Kdm5c	165	425	448	493	374	486	396
Slc38a5_ENSMUST00000127103_8270997_8271015	ENSMUST00000127103_Slc38a5	348	1023	962	1076	963	1040	1226
Cnksr2_ENSMUST00000026750_158043504_158043522	ENSMUST00000026750_Cnksr2	163	571	490	429	389	487	475
Slc25a5_ENSMUST00000016463_36795477_36795495	ENSMUST00000016463_Slc25a5	155	470	558	451	461	464	599
Ptchd1_ENSMUST00000038665_155623682_155623700	ENSMUST00000038665_Ptchd1	186	669	647	772	543	657	653
Gdi1_ENSMUST00000015435_74304895_74304877	ENSMUST00000015435_Gdi1	451	1056	1829	1258	1555	1038	1940
Smc1a_ENSMUST00000145518_152016287_152016305	ENSMUST00000145518_Smc1a	139	312	376	401	345	317	326
Atp6ap1_ENSMUST00000144075_74301471_74301453	ENSMUST00000144075_Atp6ap1	209	621	736	748	586	663	741
Fam90a1b_ENSMUST00000044989_94366898_94366916	ENSMUST00000044989_Fam90a1b	165	413	588	641	620	385	630
Dock11_ENSMUST00000033419_35888660_35888678	ENSMUST00000033419_Dock11	149	477	533	362	387	505	506
Rps6ka6_ENSMUST00000128819_111531261_111531243	ENSMUST00000128819_Rps6ka6	94	204	244	340	395	224	340
Fam50a_ENSMUST00000114160_74312999_74313017	ENSMUST00000114160_Fam50a	165	311	499	419	577	324	575
Smarca1_ENSMUST00000077569_47892585_47892603	ENSMUST00000077569_Smarca1	91	236	295	280	222	258	279
Eda_ENSMUST00000113779_99975589_99975607	ENSMUST00000113779_Eda	121	374	460	448	357	361	415
Arhgef6_ENSMUST00000033468_57338749_57338731	ENSMUST00000033468_Arhgef6	210	617	650	862	673	676	727
Gm25520_ENSMUST00000158389_75101352_75101334	ENSMUST00000158389_Gm25520	132	457	462	381	406	550	618
Hdac6_ENSMUST00000153788_7934619_7934637	ENSMUST00000153788_Hdac6	222	747	667	682	701	702	692
Mid2_ENSMUST00000112993_140677663_140677681	ENSMUST00000112993_Mid2	132	323	353	469	312	408	498
3830417A13Rik_ENSMUST00000151996_64174185_64174167	ENSMUST00000151996_3830417A13Rik	358	997	1215	1180	982	1229	1384
Ebp_ENSMUST00000149495_8193051_8193069	ENSMUST00000149495_Ebp	420	1211	1473	1286	1319	1300	1745
Tceal7_ENSMUST00000113116_136223871_136223889	ENSMUST00000113116_Tceal7	214	733	780	718	627	891	973
Gm5124_ENSMUST00000132683_21360903_21360885	ENSMUST00000132683_Gm5124	499	1565	1807	1833	1681	1771	2040
Arxes1_ENSMUST00000057625_136032928_136032946	ENSMUST00000057625_Arxes1	190	497	551	613	521	502	556
Bcorl1_ENSMUST00000142160_48369120_48369102	ENSMUST00000142160_Bcorl1	178	398	620	595	396	317	458
Flna_ENSMUST00000156766_74226660_74226678	ENSMUST00000156766_Flna	276	758	974	954	763	909	1150
Gm9430_ENSMUST00000121232_8663959_8663941	ENSMUST00000121232_Gm9430	248	622	766	707	600	676	790
Arhgap36_ENSMUST00000130558_49463588_49463570	ENSMUST00000130558_Arhgap36	124	335	352	396	328	409	420
Pcdh19_ENSMUST00000060309_133686348_133686366	ENSMUST00000060309_Pcdh19	382	1279	1383	1354	1193	1373	1432
Zrsr2_ENSMUST00000132350_163950303_163950285	ENSMUST00000132350_Zrsr2	128	364	333	402	331	249	332
Phka2_ENSMUST00000033652_160502215_160502233	ENSMUST00000033652_Phka2	156	598	587	869	599	602	594
Acsl4_ENSMUST00000112904_142390768_142390786	ENSMUST00000112904_Acsl4	229	637	583	710	673	599	826
Arhgef6_ENSMUST00000176986_57326991_57327009	ENSMUST00000176986_Arhgef6	292	730	1047	1277	1161	896	1504
Gm27000_ENSMUST00000182943_88760566_88760584	ENSMUST00000182943_Gm27000	214	880	745	1218	799	1112	1000
Shroom2_ENSMUST00000152746_152673489_152673507	ENSMUST00000152746_Shroom2	197	504	611	694	605	474	596
C330007P06Rik_ENSMUST00000047486_36874156_36874138	ENSMUST00000047486_C330007P06Rik	100	275	346	296	246	289	387
Syap1_ENSMUST00000134629_162888412_162888430	ENSMUST00000134629_Syap1	210	318	473	363	376	580	493
Rs1_ENSMUST00000112368_160767876_160767894	ENSMUST00000112368_Rs1	335	877	906	848	818	885	1114
Elk1_ENSMUST00000009550_20950785_20950803	ENSMUST00000009550_Elk1	593	1878	2285	2180	1997	1921	2691
Irak1_ENSMUST00000124417_74023217_74023199	ENSMUST00000124417_Irak1	229	456	765	782	829	664	965
Bmp15_ENSMUST00000024049_6320842_6320860	ENSMUST00000024049_Bmp15	100	403	382	523	488	334	455
Sytl4_ENSMUST00000113297_133981910_133981928	ENSMUST00000113297_Sytl4	194	820	834	586	595	695	806
Rbm3os_ENSMUST00000133616_8145474_8145456	ENSMUST00000133616_Rbm3os	201	598	696	727	626	695	783
Wnk3_ENSMUST00000133852_151294149_151294131	ENSMUST00000133852_Wnk3	345	1025	1119	1032	967	1120	1128
Gm14820_ENSMUST00000149438_8048912_8048930	ENSMUST00000149438_Gm14820	134	339	285	297	266	350	391
Suv39h1_ENSMUST00000115637_8074492_8074510	ENSMUST00000115637_Suv39h1	413	1880	1438	1821	1527	1682	1670
Mid1_ENSMUST00000149258_169927330_169927312	ENSMUST00000149258_Mid1	211	753	726	831	651	890	780
Gm14845_ENSMUST00000121259_101692076_101692094	ENSMUST00000121259_Gm14845	270	812	775	945	900	848	1020
Cstf2_ENSMUST00000156778_134062297_134062315	ENSMUST00000156778_Cstf2	326	1050	853	814	572	937	810
Gm4984_ENSMUST00000115987_12651924_12651942	ENSMUST00000115987_Gm4984	423	1411	1403	1164	1134	1263	1216
Renbp_ENSMUST00000144771_73929381_73929399	ENSMUST00000144771_Renbp	325	913	893	1003	936	927	968
Stard8_ENSMUST00000127361_99068564_99068546	ENSMUST00000127361_Stard8	259	521	612	737	561	578	592
Hdac6_ENSMUST00000137499_7947906_7947924	ENSMUST00000137499_Hdac6	147	363	375	317	270	539	490
Clcn5_ENSMUST00000128319_7319369_7319351	ENSMUST00000128319_Clcn5	175	537	677	552	584	665	765
Pja1_ENSMUST00000036354_99470813_99470831	ENSMUST00000036354_Pja1	302	739	723	717	669	922	1053
Dach2_ENSMUST00000113380_113297202_113297220	ENSMUST00000113380_Dach2	316	1106	1025	862	992	1121	1259
5730405O15Rik_ENSMUST00000130099_13042047_13042029	ENSMUST00000130099_5730405O15Rik	676	1145	1323	901	1025	955	1147
Rpgr_ENSMUST00000072393_10217104_10217086	ENSMUST00000072393_Rpgr	402	961	1146	1123	1002	1129	1263
Gm15262_ENSMUST00000208920_161298177_161298195	ENSMUST00000208920_Gm15262	260	734	655	964	692	783	687
Wdr13_ENSMUST00000033506_8132862_8132880	ENSMUST00000033506_Wdr13	199	761	652	832	672	577	749
Klhl34_ENSMUST00000087157_157817750_157817768	ENSMUST00000087157_Klhl34	200	514	658	762	558	593	672
Dusp9_ENSMUST00000019701_73639237_73639255	ENSMUST00000019701_Dusp9	105	232	314	224	301	171	336
L1cam_ENSMUST00000148250_73861326_73861308	ENSMUST00000148250_L1cam	151	411	461	576	508	480	534
Syap1_ENSMUST00000033723_162888778_162888796	ENSMUST00000033723_Syap1	185	547	630	569	548	515	505
Hdac8_ENSMUST00000087916_102505816_102505834	ENSMUST00000087916_Hdac8	296	898	821	1094	863	951	1065
Bcor_ENSMUST00000115513_12080725_12080743	ENSMUST00000115513_Bcor	576	2102	1960	2061	1630	2135	1982
Gata1_ENSMUST00000033502_7967979_7967997	ENSMUST00000033502_Gata1	424	3023	1058	2792	934	3516	1220
Xlr3b_ENSMUST00000137641_73192131_73192149	ENSMUST00000137641_Xlr3b	440	1380	1407	1357	1226	1395	1693
Nxf7_ENSMUST00000137977_135589163_135589145	ENSMUST00000137977_Nxf7	536	1678	1582	1850	1664	1821	1967
Xiap_ENSMUST00000115094_42067819_42067837	ENSMUST00000115094_Xiap	175	435	550	551	398	414	547
Arhgef9_ENSMUST00000182137_95059099_95059117	ENSMUST00000182137_Arhgef9	325	1155	1121	1418	1093	1095	1256
Taf7l_ENSMUST00000113223_134475082_134475100	ENSMUST00000113223_Taf7l	196	669	754	688	533	499	737
Bcor_ENSMUST00000145872_12128625_12128607	ENSMUST00000145872_Bcor	164	706	503	775	514	507	560
Gk_ENSMUST00000124386_85737999_85738017	ENSMUST00000124386_Gk	21	85	71	118	123	101	89
Mpp1_ENSMUST00000114092_75131038_75131056	ENSMUST00000114092_Mpp1	84	245	252	304	231	220	348
Mageb4_ENSMUST00000113969_86256749_86256767	ENSMUST00000113969_Mageb4	147	594	518	430	337	562	611
4930453H23Rik_ENSMUST00000125569_21221740_21221758	ENSMUST00000125569_4930453H23Rik	291	696	1112	789	789	728	1011
negative_control_194_194_194	NA_negative_control	299	910	864	871	779	882	1039
Timm17b_ENSMUST00000033498_7899215_7899233	ENSMUST00000033498_Timm17b	316	626	842	869	677	735	894
Gdi1_ENSMUST00000135041_74310006_74310024	ENSMUST00000135041_Gdi1	195	571	538	585	464	520	604
Gm18336_ENSMUST00000180787_73398874_73398856	ENSMUST00000180787_Gm18336	387	1574	1574	1227	1108	1603	1758
4933407K13Rik_ENSMUST00000138943_75764881_75764899	ENSMUST00000138943_4933407K13Rik	52	107	113	134	111	147	247
Clcn5_ENSMUST00000004428_7188989_7189007	ENSMUST00000004428_Clcn5	197	519	534	690	467	560	524
Usp9x_ENSMUST00000124097_13129177_13129195	ENSMUST00000124097_Usp9x	157	616	600	563	470	463	449
Rpl3-ps1_ENSMUST00000120557_13202360_13202342	ENSMUST00000120557_Rpl3-ps1	113	229	271	244	176	284	273
Chm_ENSMUST00000026607_113185746_113185764	ENSMUST00000026607_Chm	171	471	534	571	498	541	571
Alg13_ENSMUST00000132416_144346334_144346316	ENSMUST00000132416_Alg13	200	440	524	421	486	547	623
Arhgap4_ENSMUST00000149774_73899778_73899796	ENSMUST00000149774_Arhgap4	166	564	567	824	609	542	681
Gm26368_ENSMUST00000157826_167364459_167364441	ENSMUST00000157826_Gm26368	398	1086	1223	1410	1202	1264	1554
Nhs_ENSMUST00000087085_162159928_162159946	ENSMUST00000087085_Nhs	151	524	523	732	621	557	618
Fhl1_ENSMUST00000144600_56786049_56786067	ENSMUST00000144600_Fhl1	301	810	863	736	718	989	1122
Fndc3c1_ENSMUST00000137507_106432299_106432281	ENSMUST00000137507_Fndc3c1	297	1097	1086	1109	1009	1049	1140
Fhl1_ENSMUST00000114773_56779241_56779223	ENSMUST00000114773_Fhl1	126	236	280	339	342	328	359
Hsf3_ENSMUST00000059003_96368090_96368108	ENSMUST00000059003_Hsf3	492	1139	1069	1011	824	1060	1231
Rpl3-ps2_ENSMUST00000117131_74170291_74170273	ENSMUST00000117131_Rpl3-ps2	263	779	799	870	802	853	947
Zfp42_ENSMUST00000211248_43307106_43307124	ENSMUST00000211248_Zfp42	114	399	288	413	318	429	462
Ccdc160_ENSMUST00000101588_52791106_52791124	ENSMUST00000101588_Ccdc160	173	512	517	642	512	602	595
2010204K13Rik_ENSMUST00000150671_7445535_7445553	ENSMUST00000150671_2010204K13Rik	112	310	297	409	293	341	402
Eda_ENSMUST00000145063_100384636_100384618	ENSMUST00000145063_Eda	347	1011	931	1094	863	844	1074
Rpl3-ps2_ENSMUST00000117131_74170411_74170393	ENSMUST00000117131_Rpl3-ps2	386	1045	1142	1134	1080	1131	1241
Yipf6_ENSMUST00000113811_98935836_98935818	ENSMUST00000113811_Yipf6	179	428	504	550	344	463	464
Zmym3_ENSMUST00000143159_101417848_101417866	ENSMUST00000143159_Zmym3	325	909	931	885	707	899	873
Otud6a_ENSMUST00000060241_100428690_100428708	ENSMUST00000060241_Otud6a	529	1317	1598	1368	1376	1518	1677
Cfp_ENSMUST00000001156_20931587_20931605	ENSMUST00000001156_Cfp	166	536	596	555	428	598	623
Atrx_ENSMUST00000198441_105929502_105929520	ENSMUST00000198441_Atrx	215	725	567	568	336	779	561
Syp_ENSMUST00000137515_7639423_7639405	ENSMUST00000137515_Syp	260	667	710	603	567	871	935
Gprasp2_ENSMUST00000137392_135839910_135839928	ENSMUST00000137392_Gprasp2	165	476	429	603	437	446	421
Mtmr1_ENSMUST00000130179_71393852_71393870	ENSMUST00000130179_Mtmr1	283	845	961	810	856	874	817
Rbm10_ENSMUST00000115374_20617177_20617195	ENSMUST00000115374_Rbm10	286	829	807	722	565	695	691
Nxf7_ENSMUST00000137977_135589290_135589272	ENSMUST00000137977_Nxf7	357	874	1246	740	718	761	1012
Prdx4_ENSMUST00000123915_155338676_155338694	ENSMUST00000123915_Prdx4	129	420	440	456	342	423	542
Gm9434_ENSMUST00000118975_13378852_13378834	ENSMUST00000118975_Gm9434	191	534	718	489	522	600	687
Gm25047_ENSMUST00000122667_36363546_36363564	ENSMUST00000122667_Gm25047	267	976	834	1102	790	859	933
Hdac6_ENSMUST00000154200_7947337_7947319	ENSMUST00000154200_Hdac6	160	369	558	472	409	535	612
negative_control_38_38_38	NA_negative_control	372	887	1166	1033	940	1052	1105
Smim10l2a_ENSMUST00000068106_56374631_56374649	ENSMUST00000068106_Smim10l2a	175	612	762	625	543	649	701
Atrx_ENSMUST00000133543_105880775_105880793	ENSMUST00000133543_Atrx	136	268	401	382	396	331	499
Gm26417_ENSMUST00000104274_74624363_74624381	ENSMUST00000104274_Gm26417	233	730	795	672	539	789	842
Pdk3_ENSMUST00000045748_93832249_93832267	ENSMUST00000045748_Pdk3	335	1356	1052	1442	1190	1484	1442
Alg13_ENSMUST00000197138_144336460_144336442	ENSMUST00000197138_Alg13	108	371	319	408	359	315	342
Otud5_ENSMUST00000115667_7841870_7841888	ENSMUST00000115667_Otud5	148	564	425	688	449	629	634
Atrx_ENSMUST00000123174_105875675_105875657	ENSMUST00000123174_Atrx	173	443	570	586	506	560	679
Nhsl2_ENSMUST00000144753_102004607_102004625	ENSMUST00000144753_Nhsl2	391	1291	1180	1317	959	1050	1122
Rs1_ENSMUST00000150170_160791168_160791150	ENSMUST00000150170_Rs1	460	1298	1263	1115	1061	1462	1565
Gm14853_ENSMUST00000116081_105845151_105845169	ENSMUST00000116081_Gm14853	227	734	721	787	755	747	764
Zfp185_ENSMUST00000134588_72987946_72987964	ENSMUST00000134588_Zfp185	161	650	567	568	504	530	640
AW822252_ENSMUST00000187290_53710567_53710549	ENSMUST00000187290_AW822252	262	633	695	786	669	785	935
Ikbkg_ENSMUST00000138564_74427535_74427553	ENSMUST00000138564_Ikbkg	304	1017	962	784	816	949	986
